RINEX header record,Values
PGM / RUN BY / DATE,OSPtoRINEX V2.0     ,RUNBY               ,20180224 135449 LCL 
APPROX POSITION XYZ,4848572.000000,-327601.000000,4118308.000000
INTERVAL,5.000000
